4,367,Lulur Strawberry Spesial,75000,69000,75000,69000,10500,10200
6,368,VC GENT,70000,70000,70000,70000,0,0
3,369,POTONG+CATOK,90000,85000,90000,85000,0,0
6,374,sb sensitif,50000,50000,50000,50000,0,0
6,375,c skin light,60000,60000,60000,60000,0,0
7,377,MINYAK KAYU PUTIH,10000,10000,10000,10000,0,0
1,382,FACIAL BE WHITE PREMIUM,175000,165000,175000,165000,26250,24750
2,395,TREATMENT KUTU,95000,85000,95000,85000,20000,20000
4,399,LULUR FRUTY,75000,69000,75000,69000,0,0
1,400,MASKER MATA (EYE MASK),75000,75000,75000,75000,0,0
4,402,TOTOK PUNGGUNG,105000,95000,105000,95000,35000,35000
7,403,MASKER MULUT,5000,5000,5000,5000,0,0
2,410,smooting panjang,400000,390000,400000,390000,0,0
2,411,smoting pendek,300000,290000,300000,290000,0,0
7,413,VITAMIN BIO2,40000,40000,40000,40000,0,0
7,414,KARTU CAP BARU,10000,10000,10000,10000,0,0
9,415,HOTIN CREAM,8000,8000,8000,8000,0,0
4,416,CAS KUTEK/INEI,10000,10000,10000,10000,0,0
4,417,LULUR LAVENDER,75000,69000,75000,69000,0,0
7,418,tooslah,10000,10000,10000,10000,10000,10000
7,419,minyak bud bud,10000,10000,10000,10000,0,0
2,420,TREKUT 1 1/2 PANJANG,142500,142500,142500,142500,0,0
2,421,POT CATOK SPIRAL,115000,110000,115000,110000,0,0
3,422,POT CUCI CATOK SPIRAL,120000,118000,120000,118000,0,0
7,423,HOTIN CREAM,10000,10000,10000,10000,0,0
3,424,cuci catok spiral,85000,85000,80000,80000,0,0
3,425,C.TE 1 1/2 PANJANG,187500,180000,187500,180000,0,0
1,426,PDT BRIGHTENING,85000,80000,0,0,8500,8000
7,427,listrik,10000,10000,10000,10000,0,0
2,428,M.LOREAL 1 1/2 PANAJNG,225000,217500,225000,217500,0,0
2,429,C.HAIR ENERGY 1 1/2 PJG,142500,135000,142500,135000,0,0
2,430,c.mint 11/2 panjang,165000,157500,165000,157500,0,0
